TaxonomicName,CatalogueNumber,Clade,Order,Family,Genus,FullName,VernacularName,Habit,LeafArrangement,LeafForm,LeafVenation,LeafMargin,Stipules,Exudate
Tamarindus indica,K000383031,Eudicots-Rosids,Fabales,Fabaceae,Tamarindus,Tamarindus indica L. ,,tree,,,,,,
Tamarindus indica,K000383032,Eudicots-Rosids,Fabales,Fabaceae,Tamarindus,Tamarindus indica L. ,,tree,,,,,,
Tamarindus indica,K000383033,Eudicots-Rosids,Fabales,Fabaceae,Tamarindus,Tamarindus indica L. ,,tree,,,,,,
Tamarindus indica,K000383034,Eudicots-Rosids,Fabales,Fabaceae,Tamarindus,Tamarindus indica L. ,,tree,,,,,,
Albizia lebbeck,K000383057,Eudicots-Rosids,Fabales,Fabaceae,Albizia,Albizia lebbeck (L.) Benth. ,,tree,,,,,,
Albizia lebbeck,K000383058,Eudicots-Rosids,Fabales,Fabaceae,Albizia,Albizia lebbeck (L.) Benth. ,,tree,,,,,,
Albizia lebbeck,K000383059,Eudicots-Rosids,Fabales,Fabaceae,Albizia,Albizia lebbeck (L.) Benth. ,,tree,,,,,,
Albizia lebbeck,K000383060,Eudicots-Rosids,Fabales,Fabaceae,Albizia,Albizia lebbeck (L.) Benth. ,,tree,,,,,,
Albizia lebbeck,K000383061,Eudicots-Rosids,Fabales,Fabaceae,Albizia,Albizia lebbeck (L.) Benth. ,,tree,,,,,,
Dalbergia greveana,K000383090,Eudicots-Rosids,Fabales,Fabaceae,Dalbergia,Dalbergia greveana Baill. ,,tree,,,,,,
Landolphia myrtifolia,K000383442,Eudicots-Asterids,Gentianales,Apocynaceae,Landolphia,Landolphia myrtifolia (Poir.) Markgr. ,,climber,,,,,,
Landolphia myrtifolia,K000383443,Eudicots-Asterids,Gentianales,Apocynaceae,Landolphia,Landolphia myrtifolia (Poir.) Markgr. ,,climber,,,,,,
Landolphia myrtifolia,K000383444,Eudicots-Asterids,Gentianales,Apocynaceae,Landolphia,Landolphia myrtifolia (Poir.) Markgr. ,,climber,,,,,,
Cedrelopsis grevei,K000383610,Eudicots-Rosids,Sapindales,Rutaceae,Cedrelopsis,Cedrelopsis grevei Baill. ,,tree,,,,,,
Cedrelopsis grevei,K000383611,Eudicots-Rosids,Sapindales,Rutaceae,Cedrelopsis,Cedrelopsis grevei Baill. ,,tree,,,,,,
Cedrelopsis grevei,K000383612,Eudicots-Rosids,Sapindales,Rutaceae,Cedrelopsis,Cedrelopsis grevei Baill. ,,tree,,,,,,
Cedrelopsis grevei,K000383613,Eudicots-Rosids,Sapindales,Rutaceae,Cedrelopsis,Cedrelopsis grevei Baill. ,,tree,,,,,,
Cedrelopsis grevei,K000383614,Eudicots-Rosids,Sapindales,Rutaceae,Cedrelopsis,Cedrelopsis grevei Baill. ,,tree,,,,,,
Dioscorea maciba,K000383739,Monocots,Dioscoreales,Dioscoreaceae,Dioscorea,Dioscorea maciba Jum. & H. Perrier ,,climber;herb,,,,,,
Dioscorea maciba,K000383839,Monocots,Dioscoreales,Dioscoreaceae,Dioscorea,Dioscorea maciba Jum. & H. Perrier ,,climber;herb,,,,,,
Dioscorea maciba,K000383840,Monocots,Dioscoreales,Dioscoreaceae,Dioscorea,Dioscorea maciba Jum. & H. Perrier ,,climber;herb,,,,,,
Asteropeia amblyocarpa,K000383907,Eudicots-Basal,Caryophyllales,Asteropeiaceae,Asteropeia,Asteropeia amblyocarpa Tul. ,,tree,,,,,,
Asteropeia amblyocarpa,K000383908,Eudicots-Basal,Caryophyllales,Asteropeiaceae,Asteropeia,Asteropeia amblyocarpa Tul. ,,tree,,,,,,
Asteropeia amblyocarpa,K000383909,Eudicots-Basal,Caryophyllales,Asteropeiaceae,Asteropeia,Asteropeia amblyocarpa Tul. ,,tree,,,,,,
Asteropeia amblyocarpa,K000383922,Eudicots-Basal,Caryophyllales,Asteropeiaceae,Asteropeia,Asteropeia amblyocarpa Tul. ,,tree,,,,,,
Asteropeia amblyocarpa,K000383923,Eudicots-Basal,Caryophyllales,Asteropeiaceae,Asteropeia,Asteropeia amblyocarpa Tul. ,,tree,,,,,,
Tsoala tubiflora,K000384379,Eudicots-Rosids,Fabales,Fabaceae,Tsoala,Tsoala tubiflora Bosser & D'Arcy ,,shrub;tree,,,,,,
Tsoala tubiflora,K000384380,Eudicots-Rosids,Fabales,Fabaceae,Tsoala,Tsoala tubiflora Bosser & D'Arcy ,,shrub;tree,,,,,,
Ipomoea cairica,K000384531,Eudicots-Asterids,Solanales,Convolvulaceae,Ipomoea,Ipomoea cairica (L.) Sweet ,,climber;herb,,,,,,
Ipomoea cairica,K000384532,Eudicots-Asterids,Solanales,Convolvulaceae,Ipomoea,Ipomoea cairica (L.) Sweet ,,climber;herb,,,,,,
Ipomoea cairica,K000384533,Eudicots-Asterids,Solanales,Convolvulaceae,Ipomoea,Ipomoea cairica (L.) Sweet ,,climber;herb,,,,,,
Ipomoea cairica,K000384534,Eudicots-Asterids,Solanales,Convolvulaceae,Ipomoea,Ipomoea cairica (L.) Sweet ,,climber;herb,,,,,,
Ipomoea cairica,K000384535,Eudicots-Asterids,Solanales,Convolvulaceae,Ipomoea,Ipomoea cairica (L.) Sweet ,,climber;herb,,,,,,
Turbina stenosiphon,K000384584,Eudicots-Asterids,Solanales,Convolvulaceae,Turbina,Turbina stenosiphon (Hallier f.) A. Meeuse ,,,,,,,,
Merremia tridentata,K000384586,Eudicots-Asterids,Solanales,Convolvulaceae,Merremia,Merremia tridentata (L.) Hallier f. ,,,,,,,,
Merremia tridentata,K000384587,Eudicots-Asterids,Solanales,Convolvulaceae,Merremia,Merremia tridentata (L.) Hallier f. ,,,,,,,,
Bonamia spectabilis,K000384605,Eudicots-Asterids,Solanales,Convolvulaceae,Bonamia,Bonamia spectabilis (Choisy) Hallier f. ,,climber;shrub,,,,,,
Bonamia spectabilis,K000384606,Eudicots-Asterids,Solanales,Convolvulaceae,Bonamia,Bonamia spectabilis (Choisy) Hallier f. ,,climber;shrub,,,,,,
Bonamia spectabilis,K000384607,Eudicots-Asterids,Solanales,Convolvulaceae,Bonamia,Bonamia spectabilis (Choisy) Hallier f. ,,climber;shrub,,,,,,
Bonamia spectabilis,K000384608,Eudicots-Asterids,Solanales,Convolvulaceae,Bonamia,Bonamia spectabilis (Choisy) Hallier f. ,,climber;shrub,,,,,,
Bonamia spectabilis,K000384609,Eudicots-Asterids,Solanales,Convolvulaceae,Bonamia,Bonamia spectabilis (Choisy) Hallier f. ,,climber;shrub,,,,,,
Aniseia martinicensis,K000384638,Eudicots-Asterids,Solanales,Convolvulaceae,Aniseia,Aniseia martinicensis (Jacq.) Choisy ,,climber;herb,,,,,,
Aniseia martinicensis,K000384639,Eudicots-Asterids,Solanales,Convolvulaceae,Aniseia,Aniseia martinicensis (Jacq.) Choisy ,,climber;herb,,,,,,
Aniseia martinicensis,K000384640,Eudicots-Asterids,Solanales,Convolvulaceae,Aniseia,Aniseia martinicensis (Jacq.) Choisy ,,climber;herb,,,,,,
Aniseia martinicensis,K000384641,Eudicots-Asterids,Solanales,Convolvulaceae,Aniseia,Aniseia martinicensis (Jacq.) Choisy ,,climber;herb,,,,,,
Aniseia martinicensis,K000384642,Eudicots-Asterids,Solanales,Convolvulaceae,Aniseia,Aniseia martinicensis (Jacq.) Choisy ,,climber;herb,,,,,,
Chadsia magnifica,K000387087,Eudicots-Rosids,Fabales,Fabaceae,Chadsia,Chadsia magnifica R. Vig. ,,shrub;tree,,,,,,
Chadsia magnifica,K000387089,Eudicots-Rosids,Fabales,Fabaceae,Chadsia,Chadsia magnifica R. Vig. ,,shrub;tree,,,,,,
Chadsia magnifica,K000387090,Eudicots-Rosids,Fabales,Fabaceae,Chadsia,Chadsia magnifica R. Vig. ,,shrub;tree,,,,,,
Ophrestia madagascariensis,K000387143,Eudicots-Rosids,Fabales,Fabaceae,Ophrestia,Ophrestia madagascariensis (F.J. Herm.) Verdc. ,,climber,,,,,,
Ophrestia madagascariensis,K000387143_a,Eudicots-Rosids,Fabales,Fabaceae,Ophrestia,Ophrestia madagascariensis (F.J. Herm.) Verdc. ,,climber,,,,,,
Ophrestia madagascariensis,K000387144,Eudicots-Rosids,Fabales,Fabaceae,Ophrestia,Ophrestia madagascariensis (F.J. Herm.) Verdc. ,,climber,,,,,,
Ophrestia madagascariensis,K000387144_a,Eudicots-Rosids,Fabales,Fabaceae,Ophrestia,Ophrestia madagascariensis (F.J. Herm.) Verdc. ,,climber,,,,,,
Ophrestia madagascariensis,K000387145,Eudicots-Rosids,Fabales,Fabaceae,Ophrestia,Ophrestia madagascariensis (F.J. Herm.) Verdc. ,,climber,,,,,,
Ophrestia madagascariensis,K000387146,Eudicots-Rosids,Fabales,Fabaceae,Ophrestia,Ophrestia madagascariensis (F.J. Herm.) Verdc. ,,climber,,,,,,
Ophrestia madagascariensis,K000387146_a,Eudicots-Rosids,Fabales,Fabaceae,Ophrestia,Ophrestia madagascariensis (F.J. Herm.) Verdc. ,,climber,,,,,,
Ophrestia madagascariensis,K000387147,Eudicots-Rosids,Fabales,Fabaceae,Ophrestia,Ophrestia madagascariensis (F.J. Herm.) Verdc. ,,climber,,,,,,
Mimosa savokaea,K000387178,Eudicots-Rosids,Fabales,Fabaceae,Mimosa,Mimosa savokaea Villiers ,,climber,,,,,,
Aeschynomene schindleri,K000387290,Eudicots-Rosids,Fabales,Fabaceae,Aeschynomene,Aeschynomene schindleri R. Vig. ,,shrub,,,,,,
Aeschynomene schindleri,K000387291,Eudicots-Rosids,Fabales,Fabaceae,Aeschynomene,Aeschynomene schindleri R. Vig. ,,shrub,,,,,,
Kedrostis elongata,K000391179,Eudicots-Rosids,Cucurbitales,Cucurbitaceae,Kedrostis,Kedrostis elongata Keraudren ,,climber,,,,,,
Kedrostis elongata,K000391180,Eudicots-Rosids,Cucurbitales,Cucurbitaceae,Kedrostis,Kedrostis elongata Keraudren ,,climber,,,,,,
Kedrostis elongata,K000391181,Eudicots-Rosids,Cucurbitales,Cucurbitaceae,Kedrostis,Kedrostis elongata Keraudren ,,climber,,,,,,
Kedrostis elongata,K000391182,Eudicots-Rosids,Cucurbitales,Cucurbitaceae,Kedrostis,Kedrostis elongata Keraudren ,,climber,,,,,,
Kedrostis elongata,K000391183,Eudicots-Rosids,Cucurbitales,Cucurbitaceae,Kedrostis,Kedrostis elongata Keraudren ,,climber,,,,,,
Petchia erythrocarpa,K000391301,Eudicots-Asterids,Gentianales,Apocynaceae,Petchia,Petchia erythrocarpa (Vatke) Leeuwenb. ,,shrub;tree,,,,,,
Petchia erythrocarpa,K000391302,Eudicots-Asterids,Gentianales,Apocynaceae,Petchia,Petchia erythrocarpa (Vatke) Leeuwenb. ,,shrub;tree,,,,,,
Cerbera manghas,K000391463,Eudicots-Asterids,Gentianales,Apocynaceae,Cerbera,Cerbera manghas L. ,,shrub;tree,,,,,,
Cerbera manghas,K000391464,Eudicots-Asterids,Gentianales,Apocynaceae,Cerbera,Cerbera manghas L. ,,shrub;tree,,,,,,
Cerbera manghas,K000391465,Eudicots-Asterids,Gentianales,Apocynaceae,Cerbera,Cerbera manghas L. ,,shrub;tree,,,,,,
Cerbera manghas,K000391466,Eudicots-Asterids,Gentianales,Apocynaceae,Cerbera,Cerbera manghas L. ,,shrub;tree,,,,,,
Cerbera manghas,K000391466_a,Eudicots-Asterids,Gentianales,Apocynaceae,Cerbera,Cerbera manghas L. ,,shrub;tree,,,,,,
Cerbera manghas,K000391467,Eudicots-Asterids,Gentianales,Apocynaceae,Cerbera,Cerbera manghas L. ,,shrub;tree,,,,,,
Rauvolfia media,K000391538,Eudicots-Asterids,Gentianales,Apocynaceae,Rauvolfia,Rauvolfia media Pichon ,,shrub;tree,,,,,,
Rauvolfia media,K000391538_a,Eudicots-Asterids,Gentianales,Apocynaceae,Rauvolfia,Rauvolfia media Pichon ,,shrub;tree,,,,,,
Rauvolfia media,K000391540,Eudicots-Asterids,Gentianales,Apocynaceae,Rauvolfia,Rauvolfia media Pichon ,,shrub;tree,,,,,,
Rauvolfia media,K000391541,Eudicots-Asterids,Gentianales,Apocynaceae,Rauvolfia,Rauvolfia media Pichon ,,shrub;tree,,,,,,
Rauvolfia media,K000391542,Eudicots-Asterids,Gentianales,Apocynaceae,Rauvolfia,Rauvolfia media Pichon ,,shrub;tree,,,,,,
Rauvolfia obtusiflora,K000391557,Eudicots-Asterids,Gentianales,Apocynaceae,Rauvolfia,Rauvolfia obtusiflora A. DC. ,,tree,,,,,,
Rauvolfia obtusiflora,K000391559,Eudicots-Asterids,Gentianales,Apocynaceae,Rauvolfia,Rauvolfia obtusiflora A. DC. ,,tree,,,,,,
Voacanga thouarsii,K000391590,Eudicots-Asterids,Gentianales,Apocynaceae,Voacanga,Voacanga thouarsii Roem. & Schult. ,,tree,,,,,,
Voacanga thouarsii,K000391591,Eudicots-Asterids,Gentianales,Apocynaceae,Voacanga,Voacanga thouarsii Roem. & Schult. ,,tree,,,,,,
Voacanga thouarsii,K000391592,Eudicots-Asterids,Gentianales,Apocynaceae,Voacanga,Voacanga thouarsii Roem. & Schult. ,,tree,,,,,,
Voacanga thouarsii,K000391593,Eudicots-Asterids,Gentianales,Apocynaceae,Voacanga,Voacanga thouarsii Roem. & Schult. ,,tree,,,,,,
Voacanga thouarsii,K000391594,Eudicots-Asterids,Gentianales,Apocynaceae,Voacanga,Voacanga thouarsii Roem. & Schult. ,,tree,,,,,,
Cynanchum danguyanum,K000391677,Eudicots-Asterids,Gentianales,Apocynaceae,Cynanchum,Cynanchum danguyanum Choux ,,,,,,,,
Cynanchum danguyanum,K000391678,Eudicots-Asterids,Gentianales,Apocynaceae,Cynanchum,Cynanchum danguyanum Choux ,,,,,,,,
Cynanchum danguyanum,K000391679,Eudicots-Asterids,Gentianales,Apocynaceae,Cynanchum,Cynanchum danguyanum Choux ,,,,,,,,
Phylloxylon perrieri,K000392715,Eudicots-Rosids,Fabales,Fabaceae,Phylloxylon,Phylloxylon perrieri Drake ,,shrub;tree,,,,,,
Phylloxylon perrieri,K000392716,Eudicots-Rosids,Fabales,Fabaceae,Phylloxylon,Phylloxylon perrieri Drake ,,shrub;tree,,,,,,
Indigofera leucoclada,K000392974,Eudicots-Rosids,Fabales,Fabaceae,Indigofera,Indigofera leucoclada Baker ,,shrub,,,,,,
Indigofera leucoclada,K000392975,Eudicots-Rosids,Fabales,Fabaceae,Indigofera,Indigofera leucoclada Baker ,,shrub,,,,,,
Indigofera fulgens,K000392981,Eudicots-Rosids,Fabales,Fabaceae,Indigofera,Indigofera fulgens Baker ,,shrub,,,,,,
Indigofera vohemarensis,K000393172,Eudicots-Rosids,Fabales,Fabaceae,Indigofera,Indigofera vohemarensis Baill. ,,herb;shrub,,,,,,
Indigofera vohemarensis,K000393173,Eudicots-Rosids,Fabales,Fabaceae,Indigofera,Indigofera vohemarensis Baill. ,,herb;shrub,,,,,,
Ormocarpopsis aspera,K000393492,Eudicots-Rosids,Fabales,Fabaceae,Ormocarpopsis,Ormocarpopsis aspera R. Vig. ,,shrub;tree,,,,,,
Ormocarpopsis aspera,K000393493,Eudicots-Rosids,Fabales,Fabaceae,Ormocarpopsis,Ormocarpopsis aspera R. Vig. ,,shrub;tree,,,,,,
Ormocarpopsis aspera,K000393493_a,Eudicots-Rosids,Fabales,Fabaceae,Ormocarpopsis,Ormocarpopsis aspera R. Vig. ,,shrub;tree,,,,,,
Pseudocalyx saccatus,K000393688,Eudicots-Asterids,Lamiales,Acanthaceae,Pseudocalyx,Pseudocalyx saccatus Radlk. ,,climber,,,,,,
Pseudocalyx saccatus,K000393689,Eudicots-Asterids,Lamiales,Acanthaceae,Pseudocalyx,Pseudocalyx saccatus Radlk. ,,climber,,,,,,
Pseudocalyx saccatus,K000393690,Eudicots-Asterids,Lamiales,Acanthaceae,Pseudocalyx,Pseudocalyx saccatus Radlk. ,,climber,,,,,,
Neuracanthus madagascariensis,K000394602,Eudicots-Asterids,Lamiales,Acanthaceae,Neuracanthus,Neuracanthus madagascariensis Benoist ,,,,,,,,
Eulophia ramosa,K000395759,Monocots,Asparagales,Orchidaceae,Eulophia,Eulophia ramosa Ridl. ,,herb,,,,,,
Oeceoclades calcarata,K000395942,Monocots,Asparagales,Orchidaceae,Oeceoclades,Oeceoclades calcarata (Schltr.) Garay & P. Taylor ,,,,,,,,
Acampe pachyglossa,K000396130,Monocots,Asparagales,Orchidaceae,Acampe,Acampe pachyglossa Rchb. f. ,,epiphyte;shrub,,,,,,
Acampe pachyglossa,K000396172,Monocots,Asparagales,Orchidaceae,Acampe,Acampe pachyglossa Rchb. f. ,,epiphyte;shrub,,,,,,
Acampe pachyglossa,K000396180,Monocots,Asparagales,Orchidaceae,Acampe,Acampe pachyglossa Rchb. f. ,,epiphyte;shrub,,,,,,
Metaporana sericosepala,K000405776,Eudicots-Asterids,Solanales,Convolvulaceae,Metaporana,Metaporana sericosepala Verdc. ,,climber,,,,,,
Bridelia pervilleana,K000406084,Eudicots-Rosids,Malpighiales,Phyllanthaceae,Bridelia,Bridelia pervilleana Baill. ,,tree,,,,,,
Bridelia pervilleana,K000406084-376150,Eudicots-Rosids,Malpighiales,Phyllanthaceae,Bridelia,Bridelia pervilleana Baill. ,,tree,,,,,,
Bridelia pervilleana,K000406085,Eudicots-Rosids,Malpighiales,Phyllanthaceae,Bridelia,Bridelia pervilleana Baill. ,,tree,,,,,,
Margaritaria anomala,K000406248,Eudicots-Rosids,Malpighiales,Phyllanthaceae,Margaritaria,Margaritaria anomala (Baill.) Fosberg ,,shrub;tree,,,,,,
Antidesma madagascariense,K000406422,Eudicots-Rosids,Malpighiales,Phyllanthaceae,Antidesma,Antidesma madagascariense Lam. ,,shrub;tree,,,,,,
Antidesma madagascariense,K000406423,Eudicots-Rosids,Malpighiales,Phyllanthaceae,Antidesma,Antidesma madagascariense Lam. ,,shrub;tree,,,,,,
Antidesma madagascariense,K000406424,Eudicots-Rosids,Malpighiales,Phyllanthaceae,Antidesma,Antidesma madagascariense Lam. ,,shrub;tree,,,,,,
Antidesma madagascariense,K000406425,Eudicots-Rosids,Malpighiales,Phyllanthaceae,Antidesma,Antidesma madagascariense Lam. ,,shrub;tree,,,,,,
Antidesma madagascariense,K000406426,Eudicots-Rosids,Malpighiales,Phyllanthaceae,Antidesma,Antidesma madagascariense Lam. ,,shrub;tree,,,,,,
Uapaca densifolia,K000406449,Eudicots-Rosids,Malpighiales,Phyllanthaceae,Uapaca,Uapaca densifolia Baker ,,shrub;tree,,,,,,
Uapaca densifolia,K000406450,Eudicots-Rosids,Malpighiales,Phyllanthaceae,Uapaca,Uapaca densifolia Baker ,,shrub;tree,,,,,,
Uapaca densifolia,K000406451,Eudicots-Rosids,Malpighiales,Phyllanthaceae,Uapaca,Uapaca densifolia Baker ,,shrub;tree,,,,,,
Clerodendrum involucratum,K000414585,Eudicots-Asterids,Lamiales,Lamiaceae,Clerodendrum,Clerodendrum involucratum Vatke ,,tree,,,,,,
Acridocarpus excelsus,K000416903,Eudicots-Rosids,Malpighiales,Malpighiaceae,Acridocarpus,Acridocarpus excelsus A. Juss. ,,tree,,,,,,
Acridocarpus excelsus,K000416904,Eudicots-Rosids,Malpighiales,Malpighiaceae,Acridocarpus,Acridocarpus excelsus A. Juss. ,,tree,,,,,,
Acridocarpus excelsus,K000416905,Eudicots-Rosids,Malpighiales,Malpighiaceae,Acridocarpus,Acridocarpus excelsus A. Juss. ,,tree,,,,,,
Acridocarpus excelsus,K000416906,Eudicots-Rosids,Malpighiales,Malpighiaceae,Acridocarpus,Acridocarpus excelsus A. Juss. ,,tree,,,,,,
Acridocarpus excelsus,K000416907,Eudicots-Rosids,Malpighiales,Malpighiaceae,Acridocarpus,Acridocarpus excelsus A. Juss. ,,tree,,,,,,
Senna obtusifolia,K000417525,Eudicots-Rosids,Fabales,Fabaceae,Senna,Senna obtusifolia (L.) H.S. Irwin & Barneby ,,perennial or subshrub,,,,,,
Bauhinia monandra,K000417694,Eudicots-Rosids,Fabales,Fabaceae,Bauhinia,Bauhinia monandra Kurz ,,shrub;tree,,,,,,
Bauhinia monandra,K000417695,Eudicots-Rosids,Fabales,Fabaceae,Bauhinia,Bauhinia monandra Kurz ,,shrub;tree,,,,,,
Bauhinia ankarafantsikae,K000417707,Eudicots-Rosids,Fabales,Fabaceae,Bauhinia,Bauhinia ankarafantsikae Du Puy & R. Rabev. ,,shrub,,,,,,
Bauhinia ankarafantsikae,K000417708,Eudicots-Rosids,Fabales,Fabaceae,Bauhinia,Bauhinia ankarafantsikae Du Puy & R. Rabev. ,,shrub,,,,,,
Neoapaloxylon madagascariense,K000418027,Eudicots-Rosids,Fabales,Fabaceae,Neoapaloxylon,Neoapaloxylon madagascariense (Drake) Rauschert ,,tree,,,,,,
Aeschynomene schindleri,K000418102,Eudicots-Rosids,Fabales,Fabaceae,Aeschynomene,Aeschynomene schindleri R. Vig. ,,shrub,,,,,,
Aeschynomene schindleri,K000418103,Eudicots-Rosids,Fabales,Fabaceae,Aeschynomene,Aeschynomene schindleri R. Vig. ,,shrub,,,,,,
Gardenia rutenbergiana,K000419819,Eudicots-Asterids,Gentianales,Rubiaceae,Gardenia,Gardenia rutenbergiana (Baill. ex Vatke) J.-F. Leroy ,,shrub;tree,,,,,,
Gardenia rutenbergiana,K000419820,Eudicots-Asterids,Gentianales,Rubiaceae,Gardenia,Gardenia rutenbergiana (Baill. ex Vatke) J.-F. Leroy ,,shrub;tree,,,,,,
Operculicarya gummifera,K000423397,Eudicots-Rosids,Sapindales,Anacardiaceae,Operculicarya,Operculicarya gummifera (Sprague) Capuron ,,tree,,,,,,
Perriera madagascariensis,K000425248,Eudicots-Rosids,Sapindales,Simaroubaceae,Perriera,Perriera madagascariensis Courchet ,,tree,,,,,,
Perriera madagascariensis,K000425249,Eudicots-Rosids,Sapindales,Simaroubaceae,Perriera,Perriera madagascariensis Courchet ,,tree,,,,,,
Leucosalpa madagascariensis,K000425508,Eudicots-Asterids,Lamiales,Orobanchaceae,Leucosalpa,Leucosalpa madagascariensis Scott Elliot ,,,,,,,,
Macaranga boutonioides,K000425838,Eudicots-Rosids,Malpighiales,Euphorbiaceae,Macaranga,Macaranga boutonioides Baill. ,,shrub,,,,,,
Macaranga ferruginea,K000425840,Eudicots-Rosids,Malpighiales,Euphorbiaceae,Macaranga,Macaranga ferruginea Baker ,,tree,,,,,,
Leea guineensis,K000426056,Eudicots-Rosids,Vitales,Vitaceae,Leea,Leea guineensis G. Don ,,shrub;tree,,,,,,
Deinbollia pervillei,K000426198,Eudicots-Rosids,Sapindales,Sapindaceae,Deinbollia,Deinbollia pervillei (Blume) Radlk. ,,tree,,,,,,
Deinbollia borbonica,K000426199,Eudicots-Rosids,Sapindales,Sapindaceae,Deinbollia,Deinbollia borbonica Scheff. ,,shrub;tree,,,,,,
Macphersonia gracilis,K000426243,Eudicots-Rosids,Sapindales,Sapindaceae,Macphersonia,Macphersonia gracilis O. Hoffm. ,,shrub;tree,,,,,,
Macphersonia gracilis,K000426244,Eudicots-Rosids,Sapindales,Sapindaceae,Macphersonia,Macphersonia gracilis O. Hoffm. ,,shrub;tree,,,,,,
Macphersonia gracilis,K000426245,Eudicots-Rosids,Sapindales,Sapindaceae,Macphersonia,Macphersonia gracilis O. Hoffm. ,,shrub;tree,,,,,,
Macphersonia gracilis,K000426246,Eudicots-Rosids,Sapindales,Sapindaceae,Macphersonia,Macphersonia gracilis O. Hoffm. ,,shrub;tree,,,,,,
Rourea orientalis,K000430179,Eudicots-Rosids,Oxalidales,Connaraceae,Rourea,Rourea orientalis Baill. ,,climber;shrub;tree,,,,,,
Rourea orientalis,K000430180,Eudicots-Rosids,Oxalidales,Connaraceae,Rourea,Rourea orientalis Baill. ,,climber;shrub;tree,,,,,,
Stereospermum euphorioides,K000430336,Eudicots-Asterids,Lamiales,Bignoniaceae,Stereospermum,Stereospermum euphorioides DC. ,,tree,,,,,,
Stereospermum euphorioides,K000430337,Eudicots-Asterids,Lamiales,Bignoniaceae,Stereospermum,Stereospermum euphorioides DC. ,,tree,,,,,,
Stereospermum euphorioides,K000430338,Eudicots-Asterids,Lamiales,Bignoniaceae,Stereospermum,Stereospermum euphorioides DC. ,,tree,,,,,,
Colea muricata,K000430403,Eudicots-Asterids,Lamiales,Bignoniaceae,Colea,Colea muricata H. Perrier ,,shrub;tree,,,,,,
Fernandoa macrantha,K000430412,Eudicots-Asterids,Lamiales,Bignoniaceae,Fernandoa,Fernandoa macrantha (Baker) A.H. Gentry ,,tree,,,,,,
Fernandoa macrantha,K000430413,Eudicots-Asterids,Lamiales,Bignoniaceae,Fernandoa,Fernandoa macrantha (Baker) A.H. Gentry ,,tree,,,,,,
Fernandoa macrantha,K000430414,Eudicots-Asterids,Lamiales,Bignoniaceae,Fernandoa,Fernandoa macrantha (Baker) A.H. Gentry ,,tree,,,,,,
Turraea pervillei,K000432006,Eudicots-Rosids,Sapindales,Meliaceae,Turraea,Turraea pervillei Baill. ,,,,,,,,
Turraea pervillei,K000432007,Eudicots-Rosids,Sapindales,Meliaceae,Turraea,Turraea pervillei Baill. ,,,,,,,,
Turraea sericea,K000432017,Eudicots-Rosids,Sapindales,Meliaceae,Turraea,Turraea sericea Sm. ,,shrub;tree,,,,,,
Turraea sericea,K000432018,Eudicots-Rosids,Sapindales,Meliaceae,Turraea,Turraea sericea Sm. ,,shrub;tree,,,,,,
Humbertioturraea malifolia,K000432164,Eudicots-Rosids,Sapindales,Meliaceae,Humbertioturraea,Humbertioturraea malifolia (Baker) Cheek ,,,,,,,,
Dichapetalum madagascariense,K000432341,Eudicots-Rosids,Malpighiales,Dichapetalaceae,Dichapetalum,Dichapetalum madagascariense Poir. ,,climber;shrub;tree,,,,,,
Dichapetalum bojeri,K000432347,Eudicots-Rosids,Malpighiales,Dichapetalaceae,Dichapetalum,Dichapetalum bojeri (Tul.) Engl. ,,climber;shrub;tree,,,,,,
Dichapetalum bojeri,K000432348,Eudicots-Rosids,Malpighiales,Dichapetalaceae,Dichapetalum,Dichapetalum bojeri (Tul.) Engl. ,,climber;shrub;tree,,,,,,
Dioscorea bemarivensis,K000432448,Monocots,Dioscoreales,Dioscoreaceae,Dioscorea,Dioscorea bemarivensis Jum. & H. Perrier ,,climber;herb,,,,,,
Turraea sericea,K000449228,Eudicots-Rosids,Sapindales,Meliaceae,Turraea,Turraea sericea Sm. ,,shrub;tree,,,,,,
Turraea sericea,K000449229,Eudicots-Rosids,Sapindales,Meliaceae,Turraea,Turraea sericea Sm. ,,shrub;tree,,,,,,
Turraea sericea,K000449230,Eudicots-Rosids,Sapindales,Meliaceae,Turraea,Turraea sericea Sm. ,,shrub;tree,,,,,,
Capsicum annuum,K000449277,Eudicots-Asterids,Solanales,Solanaceae,Capsicum,Capsicum annuum L. ,,shrub,,,,,,
Aristolochia albida,K000449614,Magnoliids,Piperales,Aristolochiaceae,Aristolochia,Aristolochia albida Duch. ,,climber;shrub,,,,,,
Dypsis rivularis,K000462575,Monocots,Arecales,Arecaceae,Dypsis,Dypsis rivularis (Jum. & H. Perrier) Beentje & J. Dransf. ,,shrub;tree,,,,,,
Dypsis rivularis,K000462575_a,Monocots,Arecales,Arecaceae,Dypsis,Dypsis rivularis (Jum. & H. Perrier) Beentje & J. Dransf. ,,shrub;tree,,,,,,
Dalbergia peltieri,K000477555,Eudicots-Rosids,Fabales,Fabaceae,Dalbergia,Dalbergia peltieri Bosser & R. Rabev. ,,shrub;tree,,,,,,
Dalbergia peltieri,K000477558,Eudicots-Rosids,Fabales,Fabaceae,Dalbergia,Dalbergia peltieri Bosser & R. Rabev. ,,shrub;tree,,,,,,
